Id,SalePrice
1461,126289.92319600556
1462,152679.18490424906
1463,178572.37403223838
1464,181309.9144590355
1465,196012.35017925457
1466,184213.188880298
1467,166571.2467800683
1468,175877.52200137038
1469,183980.71983160306
1470,121057.8775051201
1471,201320.76349110075
1472,92788.15356389123
1473,95232.5300321216
1474,152944.73857355252
1475,152973.91502052828
1476,372035.2293079287
1477,248683.8498323613
1478,310861.4366882305
1479,244785.05507895062
1480,465472.7444125153
1481,314620.6795667636
1482,206280.2705642336
1483,174912.2711314981
1484,178692.93785611808
1485,173592.5386543321
1486,194982.7433647447
1487,321655.8867021322
1488,226903.00448471657
1489,208667.0493766834
1490,192157.95045379802
1491,190431.22991500184
1492,98741.54224941054
1493,172907.09687155357
1494,296896.68213293166
1495,294269.70984075556
1496,228790.16101374733
1497,191273.75242744604
1498,152759.08552376964
1499,152229.11732305062
1500,150350.48587055996
1501,173896.90753346164
1502,169152.61257535045
1503,279854.79461378267
1504,231197.65997023275
1505,217074.1380153841
1506,180505.79078088608
1507,212212.49837880553
1508,197999.0989136372
1509,164058.25978816417
1510,152525.57695940675
1511,153433.13189927503
1512,168253.2889159039
1513,154281.9062454299
1514,157263.85673004162
1515,174375.59257662197
1516,158453.7356646339
1517,152097.6094054279
1518,130045.9995269386
1519,219773.87118615033
1520,138933.3549443937
1521,146255.62404710794
1522,162679.14202578287
1523,116300.61540871736
1524,122557.17633667108
1525,123534.78240317089
1526,125455.72309025706
1527,103397.43386897785
1528,125331.0088905469
1529,143624.85159178718
1530,166308.16717099483
1531,121783.27787671114
1532,105495.98656606459
1533,142616.3602966025
1534,115721.22722269564
1535,150893.49599772642
1536,117794.60550997313
1537,73999.7100643277
1538,168720.3746418261
1539,208025.221906433
1540,106841.10119857649
1541,145765.60995071675
1542,139298.1518336992
1543,214838.68922073313
1544,81109.39991172969
1545,100945.3329221292
1546,122751.3391659115
1547,134003.32864434083
1548,130596.87945204166
1549,110196.71686195993
1550,140870.52581399845
1551,115367.47109645011
1552,137894.64340647712
1553,136811.35954994045
1554,111611.11549996823
1555,164673.75137040124
1556,94496.40447171734
1557,121524.7916536199
1558,87361.55699347443
1559,102071.92778656204
1560,148012.46930476773
1561,138979.58809083424
1562,127790.11035048681
1563,125399.3740837986
1564,165689.43616465462
1565,156323.58211115812
1566,216101.37718668897
1567,79314.51443959275
1568,221340.84737291298
1569,133927.27060797246
1570,123329.49361507293
1571,127691.89069385576
1572,145347.13436658567
1573,237133.3289093242
1574,113506.34174158014
1575,208981.47810453273
1576,208864.63139391207
1577,205897.17702158412
1578,151788.03091735355
1579,142388.6046056827
1580,191160.96560227353
1581,138891.65488568126
1582,128925.17577709732
1583,325703.92979680677
1584,235058.0769545662
1585,140202.94051399027
1586,71732.19056178725
1587,104438.68897486082
1588,149782.6343823843
1589,100408.00108945329
1590,132962.54211648536
1591,106864.782401945
1592,120218.0454322728
1593,116069.01884757
1594,118515.25170069329
1595,113175.71924422309
1596,236872.58622539067
1597,157097.78789811567
1598,181449.02141945405
1599,198060.35395884674
1600,190059.3918191172
1601,74485.77467823829
1602,105460.29403524312
1603,87858.68869648446
1604,279682.5733395904
1605,251591.1823269132
1606,168917.33836064508
1607,159956.19477097003
1608,217123.08345118252
1609,200163.69706262715
1610,161810.20322856086
1611,149011.20987842898
1612,159066.09517654937
1613,163342.46750713128
1614,121792.18947343162
