Id,SalePrice
1461,142440.98979119523
1462,155487.14246386057
1463,178445.35737333435
1464,165275.24647201033
1465,187610.781746139
1466,174406.39498532927
1467,164796.4822547086
1468,171688.1917180245
1469,187563.1500225963
1470,130168.63602316254
1471,183430.25111565675
1472,118858.49044884098
1473,118819.00963416902
1474,160531.9628451442
1475,151920.7754176861
1476,318986.45176423196
1477,213224.46725034044
1478,239665.72952795622
1479,153935.46346066537
1480,318992.85297730647
1481,246092.63278388896
1482,187637.21216399918
1483,171875.0543409955
1484,182192.58071620564
1485,167217.81128855655
1486,199295.3706462354
1487,291111.53408299945
1488,213067.68029626482
1489,202101.3703487748
1490,188600.26382015197
1491,180996.52548751578
1492,114880.19432331582
1493,160303.4265672956
1494,246521.34589045716
1495,224055.90637457382
1496,224963.608404968
1497,178570.94417095504
1498,155481.2549765569
1499,156723.97488344635
1500,166339.44515034775
1501,172791.89645002745
1502,175974.5435954215
1503,275667.8577866341
1504,192462.40888986416
1505,199614.30518704874
1506,177282.00173084374
1507,194836.04861508394
1508,196228.57457016688
1509,168240.88707445317
1510,159189.50465896254
1511,165443.90625857306
1512,171103.15359620153
1513,169179.83595270856
1514,150564.87722576104
1515,197835.76480329063
1516,161771.92269610494
1517,162891.35929133807
1518,150849.63818609613
1519,202563.73635657932
1520,149498.8206220002
1521,159763.9486219848
1522,170778.9656849345
1523,130516.3793428924
1524,139339.2289681047
1525,140872.28815489617
1526,143123.49431420772
1527,111811.49371703471
1528,139423.22416339203
1529,152919.34352393588
1530,167989.8623311624
1531,133773.0658598285
1532,125195.58192132853
1533,148404.77161881328
1534,130969.10295100872
1535,151620.27699144062
1536,129428.22609812638
1537,92473.4267813814
1538,168296.82011348568
1539,185148.08107455322
1540,136375.97751374065
1541,142859.08165043744
1542,153326.0966855188
1543,178949.23326992657
1544,113677.64830412678
1545,120082.4407042776
1546,151300.61469426678
1547,150261.64294356105
1548,153626.85377065727
1549,137171.57400589855
1550,158404.22426964814
1551,129955.72573041932
1552,158519.9193017432
1553,148761.49728171664
1554,140010.5338429284
1555,163397.41335965958
1556,106213.29675784652
1557,152845.3576484416
1558,111210.06551322425
1559,136514.43912123947
1560,157911.42713760518
1561,148925.26290399698
1562,139804.827044402
1563,138945.91481423174
1564,164849.97829431255
1565,162076.65840960917
1566,197403.38891860697
1567,100760.39509028444
1568,201764.29281030648
1569,149986.93966188052
1570,134012.7309606872
1571,151930.8663713346
1572,152941.93423328392
1573,204488.91828918242
1574,97196.28318616665
1575,187633.87104339496
1576,185142.90968925096
1577,192537.69007202817
1578,143876.8745382111
1579,151286.03561855954
1580,184433.46391571115
1581,151353.13001110562
1582,142689.4993312768
1583,246963.00406286318
1584,210585.91503295183
1585,150329.05896271078
1586,90138.3224407557
1587,127190.97814740168
1588,156248.03590144328
1589,132738.7077388641
1590,147529.38071301312
1591,129532.4970013062
1592,118414.22623681703
1593,138671.44501964416
1594,133090.6372758903
1595,128061.593729077
1596,205559.9780450951
1597,128439.44374310815
1598,174953.07220526534
1599,183274.54104387385
1600,184463.07917848317
1601,119666.82305104601
1602,135205.42110507324
1603,110869.21518682291
1604,227174.16220992873
1605,197617.13523324963
1606,165290.46153261923
1607,138588.12232450634
1608,197609.78460523486
1609,187880.4041597474
1610,171688.1917180245
1611,159505.6532204543
1612,149705.70026696948
1613,172838.28609547723
1614,127879.81297896072
1615,103100.56849817756
1616,104575.83013269537
1617,107534.05695427684
1618,142027.27427925612
1619,148213.28255723434
1620,141841.17596159285
1621,142179.09969530432
1622,165132.39704283822
1623,249404.82168757575
1624,187156.1889215929
1625,143623.96163260489
1626,174433.08537291843
1627,179411.89474784103
1628,216934.77476364805
1629,172488.2079115369
1630,298516.89038049337
1631,192357.74812463048
1632,226236.0348117945
1633,163412.3552363546
1634,183583.23104699046
1635,173200.67062533452
1636,163317.10158146315
1637,178326.0603593221
1638,203852.94783550722
1639,168541.58567085874
1640,207208.77261145576
1641,184831.55161385538
1642,196976.6511134567
1643,182754.57114331232
1644,212503.11846175953
1645,169739.9990386919
1646,156399.67887180485
1647,170015.2229010951
1648,157099.48870196435
1649,152894.80362653418
1650,142190.62360256942
1651,143651.73871635002
1652,117268.12137639282
1653,114491.79699502236
1654,156748.53186377685
1655,151828.72104404948
1656,153754.01280371853
1657,156748.53186377685
1658,153767.8922974361
1659,146086.7034040602
1660,154675.25909332474
1661,323020.7409624481
1662,257323.60544868902
1663,353168.87555699993
1664,300641.30585626897
1665,226769.48239244582
1666,246563.3510545045
1667,297483.10299331596
1668,256483.8319311767
1669,235956.34050530955
1670,253579.1341446706
1671,219699.26341951752
1672,300822.5591106621
1673,244208.43112971482
1674,214572.2580244501
1675,179429.22672154586
1676,177929.22782295154
1677,188016.25216883255
1678,365090.5902442378
1679,295881.5349468457
1680,255556.73390804336
1681,230105.23683464015
1682,245983.03541851928
1683,177875.02809591914
1684,171029.5402979629
1685,171688.1917180245
1686,163734.13646043508
1687,164607.66107709226
1688,192432.39849511188
1689,180806.07145205094
1690,173472.88126184384
1691,171237.0590409714
1692,216682.85384196148
1693,164139.88494294306
1694,178213.80799987854
1695,169204.3112383816
1696,233623.71669149277
1697,170271.20245656194
1698,298427.0665672152
1699,289172.4272789489
1700,209059.1720501494
1701,213613.2581637782
1702,214572.2580244501
1703,213702.1378816757
1704,244664.8466072904
1705,212062.45510172998
1706,353987.68364186154
1707,201459.3167565061
1708,194284.4596100942
1709,234308.17608830243
1710,199202.34933396406
1711,217603.69115795539
1712,153935.46346066537
1713,200815.63103583566
1714,214402.78544045807
1715,186458.1507929227
1716,181618.4885636906
1717,191211.6098422685
1718,147789.93617420836
1719,199360.3760454189
1720,225742.96890565564
1721,182090.98942871107
1722,143231.98354968682
1723,160145.50709381432
1724,194572.04323906772
1725,201287.53244630632
1726,181499.6584490186
1727,170703.8640937085
1728,187599.327126644
1729,170689.00701337366
1730,136152.7689910162
1731,141732.76812686006
1732,151382.12689914997
1733,140071.80943145728
1734,147215.33701060282
1735,140978.12886562475
1736,128705.05632494348
1737,277952.1580246259
1738,192789.40521992077
1739,232467.2468907289
1740,174693.84413054452
1741,159657.75514300383
1742,172791.89645002745
1743,175638.5210413524
1744,248518.62351879865
1745,221923.03038963926
1746,258361.08425782342
1747,187183.67032059818
1748,207530.97593898463
